date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow
2025-08-26,LONG,2025-08-26 10:00:00-04:00,23452.3,23402.3,23552.3,50,100.0,TIMEOUT,23533.1,80.8,1.616,72,360,-27.2,93.3,88.8,1214,1.479,0.975,1.371,1245.0,1
2025-08-27,SHORT,2025-08-27 10:00:00-04:00,23484.3,23534.3,23384.3,50,100.0,SL,23534.3,-50.0,-1.0,3,15,-65.6,5.7,84.8,1202,1.335,0.969,1.233,1240.0,2
2025-08-28,LONG,2025-08-28 10:10:00-04:00,23617.8,23567.8,23717.8,50,100.0,TP,23717.8,100.0,2.0,40,200,-41.5,103.8,78.1,1192,1.173,0.921,0.738,1293.7,3
2025-08-29,SHORT,2025-08-29 10:00:00-04:00,23434.4,23484.4,23334.4,50,100.0,TIMEOUT,23418.7,15.7,0.314,72,360,-33.0,79.2,124.3,1258,1.357,0.999,1.348,1259.0,4
2025-09-01,LONG,2025-09-01 11:25:00-04:00,23463.7,23413.7,23563.7,50,100.0,TIMEOUT,23460.7,-3.0,-0.06,18,90,-20.5,4.0,59.4,376,0.854,0.565,-0.818,665.3,0
2025-09-02,SHORT,2025-09-02 11:35:00-04:00,23019.7,23069.7,22919.7,50,100.0,SL,23069.7,-50.0,-1.0,15,75,-53.5,29.2,379.0,1150,0.966,0.897,-0.7,1281.7,1
2025-09-03,LONG,2025-09-03 10:30:00-04:00,23441.7,23391.7,23541.7,50,100.0,SL,23391.7,-50.0,-1.0,11,55,-54.4,49.6,138.0,1218,1.15,0.96,0.699,1269.0,2
2025-09-04,SHORT,2025-09-04 10:00:00-04:00,23397.6,23447.6,23297.6,50,100.0,SL,23447.6,-50.0,-1.0,5,25,-63.1,20.2,81.9,1252,1.361,0.996,1.45,1257.3,3
2025-09-05,SHORT,2025-09-05 10:15:00-04:00,23663.1,23713.1,23563.1,50,100.0,TP,23563.1,100.0,2.0,5,25,-36.2,104.9,170.0,1288,1.126,0.995,0.995,1294.0,4
2025-09-08,LONG,2025-09-08 10:00:00-04:00,23829.8,23779.8,23929.8,50,100.0,SL,23779.8,-50.0,-1.0,30,150,-52.3,31.0,53.2,1240,1.526,0.988,1.431,1255.0,0
2025-09-09,SHORT,2025-09-09 10:00:00-04:00,23771.3,23821.3,23671.3,50,100.0,SL,23821.3,-50.0,-1.0,2,10,-54.7,5.8,84.3,1260,1.446,1.041,1.522,1210.7,1
2025-09-11,LONG,2025-09-11 10:00:00-04:00,23961.6,23911.6,24061.6,50,100.0,TIMEOUT,23990.8,29.2,0.584,72,360,-33.0,65.3,112.0,1228,1.171,0.985,1.106,1247.0,3
2025-09-12,LONG,2025-09-12 10:05:00-04:00,24040.8,23990.8,24140.8,50,100.0,TP,24140.8,100.0,2.0,58,290,-30.0,101.0,82.4,1074,1.307,0.905,0.91,1187.0,4
2025-09-15,LONG,2025-09-15 10:00:00-04:00,24242.0,24192.0,24342.0,50,100.0,TIMEOUT,24298.6,56.6,1.132,71,355,-23.9,60.9,106.3,1086,1.314,0.93,1.115,1167.7,0
2025-09-16,SHORT,2025-09-16 10:00:00-04:00,24285.0,24335.0,24185.0,50,100.0,TIMEOUT,24276.8,8.2,0.164,71,355,-26.6,35.5,62.9,1154,1.362,0.954,1.203,1210.0,1
2025-09-17,SHORT,2025-09-17 10:20:00-04:00,24209.2,24259.2,24109.2,50,100.0,SL,24259.2,-50.0,-1.0,44,220,-69.5,79.1,96.3,1034,1.232,0.892,0.645,1159.7,2
2025-09-18,LONG,2025-09-18 10:15:00-04:00,24527.4,24477.4,24627.4,50,100.0,SL,24477.4,-50.0,-1.0,62,310,-52.2,46.0,143.0,1122,1.067,0.885,0.395,1268.0,3
2025-09-19,LONG,2025-09-19 10:00:00-04:00,24560.0,24510.0,24660.0,50,100.0,SL,24510.0,-50.0,-1.0,9,45,-63.0,7.8,129.3,1164,1.405,0.961,1.201,1211.3,4
2025-09-22,LONG,2025-09-22 10:00:00-04:00,24641.9,24591.9,24741.9,50,100.0,TP,24741.9,100.0,2.0,29,145,-18.7,100.9,82.0,1104,1.438,0.985,1.372,1121.3,0
2025-09-23,SHORT,2025-09-23 10:00:00-04:00,24712.1,24762.1,24612.1,50,100.0,TP,24612.1,100.0,2.0,43,215,-33.5,121.2,52.9,1148,1.558,0.972,1.375,1180.7,1
2025-09-24,SHORT,2025-09-24 10:00:00-04:00,24611.2,24661.2,24511.2,50,100.0,TP,24511.2,100.0,2.0,21,105,-1.8,108.8,65.9,1166,1.528,0.972,1.372,1199.0,2
2025-09-25,SHORT,2025-09-25 10:00:00-04:00,24295.0,24345.0,24195.0,50,100.0,SL,24345.0,-50.0,-1.0,1,5,-50.5,1.7,220.6,1252,1.198,0.984,1.277,1272.3,3
2025-09-26,SHORT,2025-09-26 10:25:00-04:00,24347.9,24397.9,24247.9,50,100.0,SL,24397.9,-50.0,-1.0,3,15,-73.0,28.0,176.9,1250,1.119,0.999,0.815,1250.7,4
2025-09-29,LONG,2025-09-29 10:00:00-04:00,24715.8,24665.8,24815.8,50,100.0,SL,24665.8,-50.0,-1.0,15,75,-62.5,46.8,85.6,1216,1.488,0.998,1.4,1218.3,0
2025-09-30,LONG,2025-09-30 11:00:00-04:00,24647.3,24597.3,24747.3,50,100.0,SL,24597.3,-50.0,-1.0,3,15,-56.1,4.5,89.9,1106,0.949,0.892,-0.434,1240.0,1
2025-10-01,LONG,2025-10-01 10:00:00-04:00,24614.1,24564.1,24714.1,50,100.0,TP,24714.1,100.0,2.0,19,95,-26.0,108.8,167.5,1222,1.291,0.97,1.244,1259.3,2
2025-10-02,SHORT,2025-10-02 10:45:00-04:00,24846.1,24896.1,24746.1,50,100.0,SL,24896.1,-50.0,-1.0,35,175,-56.5,56.5,125.4,1198,1.108,0.954,0.517,1256.0,3
2025-10-03,SHORT,2025-10-03 10:00:00-04:00,24881.3,24931.3,24781.3,50,100.0,SL,24931.3,-50.0,-1.0,16,80,-57.0,33.1,92.6,1240,1.468,1.028,1.533,1206.0,4
2025-10-07,SHORT,2025-10-07 11:05:00-04:00,24870.3,24920.3,24770.3,50,100.0,SL,24920.3,-50.0,-1.0,1,5,-57.9,4.1,146.2,1326,1.184,1.098,2.291,1207.7,1
2025-10-08,LONG,2025-10-08 10:00:00-04:00,25014.3,24964.3,25114.3,50,100.0,TP,25114.3,100.0,2.0,63,315,-29.3,105.1,70.1,1148,1.398,0.947,1.219,1211.7,2
2025-10-09,SHORT,2025-10-09 10:00:00-04:00,25093.9,25143.9,24993.9,50,100.0,TP,24993.9,100.0,2.0,39,195,-9.0,105.5,53.8,1190,1.49,0.953,1.269,1248.7,3
2025-10-10,LONG,2025-10-10 10:05:00-04:00,25163.7,25113.7,25263.7,50,100.0,SL,25113.7,-50.0,-1.0,10,50,-215.2,10.0,90.2,1192,1.394,0.984,1.187,1211.7,4
2025-10-14,LONG,2025-10-14 10:35:00-04:00,24558.4,24508.4,24658.4,50,100.0,SL,24508.4,-50.0,-1.0,3,15,-58.0,14.0,220.5,1206,1.045,0.912,0.283,1321.7,1
2025-10-15,LONG,2025-10-15 10:00:00-04:00,24870.9,24820.9,24970.9,50,100.0,SL,24820.9,-50.0,-1.0,19,95,-69.8,76.5,147.7,1208,1.261,0.95,1.172,1271.3,2
2025-10-16,LONG,2025-10-16 10:30:00-04:00,24944.2,24894.2,25044.2,50,100.0,SL,24894.2,-50.0,-1.0,11,55,-87.6,70.5,125.2,1242,1.146,0.968,0.676,1283.0,3
2025-10-17,LONG,2025-10-17 10:00:00-04:00,24690.0,24640.0,24790.0,50,100.0,TP,24790.0,100.0,2.0,3,15,-37.8,108.7,391.4,1316,1.193,1.009,1.504,1304.7,4
2025-10-20,LONG,2025-10-20 10:00:00-04:00,25087.4,25037.4,25187.4,50,100.0,TP,25187.4,100.0,2.0,22,110,-23.2,105.6,113.5,1226,1.429,0.996,1.415,1230.3,0
2025-10-21,SHORT,2025-10-21 10:00:00-04:00,25076.7,25126.7,24976.7,50,100.0,SL,25126.7,-50.0,-1.0,4,20,-60.0,6.7,61.8,1244,1.466,0.994,1.397,1251.0,1
2025-10-22,SHORT,2025-10-22 10:20:00-04:00,25047.4,25097.4,24947.4,50,100.0,TP,24947.4,100.0,2.0,2,10,-13.8,103.7,113.8,1200,1.295,0.966,0.905,1241.7,2
2025-10-23,LONG,2025-10-23 10:00:00-04:00,25013.3,24963.3,25113.3,50,100.0,SL,24963.3,-50.0,-1.0,2,10,-51.8,0.4,188.7,1246,1.271,0.998,1.366,1248.7,3
2025-10-24,LONG,2025-10-24 10:05:00-04:00,25392.2,25342.2,25492.2,50,100.0,SL,25342.2,-50.0,-1.0,5,25,-60.6,8.7,197.4,1178,1.135,0.944,0.755,1247.3,4
2025-10-27,LONG,2025-10-27 10:00:00-04:00,25736.6,25686.6,25836.6,50,100.0,TP,25836.6,100.0,2.0,70,350,-43.2,113.5,83.8,1168,1.54,0.992,1.382,1178.0,0
2025-10-28,LONG,2025-10-28 10:00:00-04:00,25941.7,25891.7,26041.7,50,100.0,SL,25891.7,-50.0,-1.0,8,40,-54.8,7.2,117.4,1156,1.371,0.969,1.135,1193.0,1
2025-10-30,SHORT,2025-10-30 10:15:00-04:00,25927.3,25977.3,25827.3,50,100.0,TP,25827.3,100.0,2.0,59,295,-48.9,100.7,211.0,1240,1.076,0.959,0.658,1293.7,3
2025-10-31,SHORT,2025-10-31 10:00:00-04:00,25944.3,25994.3,25844.3,50,100.0,SL,25994.3,-50.0,-1.0,6,30,-67.7,1.9,128.7,1258,1.282,1.006,1.456,1251.0,4
2025-11-04,LONG,2025-11-04 10:00:00-05:00,25766.2,25716.2,25866.2,50,100.0,SL,25716.2,-50.0,-1.0,10,50,-70.0,18.5,146.5,1228,1.2,0.973,1.241,1262.7,1
2025-11-05,LONG,2025-11-05 10:00:00-05:00,25547.4,25497.4,25647.4,50,100.0,TP,25647.4,100.0,2.0,20,100,-32.3,115.2,191.2,1260,1.246,1.008,1.474,1249.7,2
2025-11-06,SHORT,2025-11-06 10:00:00-05:00,25315.2,25365.2,25215.2,50,100.0,SL,25365.2,-50.0,-1.0,1,5,-55.8,1.8,192.5,1282,1.289,1.007,1.311,1273.3,3
2025-11-07,SHORT,2025-11-07 10:00:00-05:00,24841.3,24891.3,24741.3,50,100.0,SL,24891.3,-50.0,-1.0,2,10,-80.4,56.9,290.3,1258,1.177,0.979,1.277,1285.3,4
2025-11-10,LONG,2025-11-10 10:00:00-05:00,25546.2,25496.2,25646.2,50,100.0,SL,25496.2,-50.0,-1.0,10,50,-98.9,26.8,109.0,1236,1.391,0.997,1.431,1240.0,0
2025-11-11,SHORT,2025-11-11 10:10:00-05:00,25481.3,25531.3,25381.3,50,100.0,SL,25531.3,-50.0,-1.0,32,160,-52.5,90.9,108.5,1202,1.246,0.971,1.021,1238.0,1
2025-11-12,SHORT,2025-11-12 10:00:00-05:00,25537.9,25587.9,25437.9,50,100.0,TP,25437.9,100.0,2.0,14,70,-34.2,126.8,108.5,1250,1.474,1.001,1.479,1248.3,2
2025-11-13,SHORT,2025-11-13 10:00:00-05:00,25248.6,25298.6,25148.6,50,100.0,SL,25298.6,-50.0,-1.0,1,5,-108.7,0.0,251.6,1272,1.222,0.997,1.364,1276.3,3
2025-11-14,LONG,2025-11-14 10:35:00-05:00,24991.2,24941.2,25091.2,50,100.0,TP,25091.2,100.0,2.0,2,10,-17.3,101.4,376.8,1252,1.035,0.967,0.365,1294.3,4
2025-11-17,SHORT,2025-11-17 11:10:00-05:00,24912.7,24962.7,24812.7,50,100.0,SL,24962.7,-50.0,-1.0,3,15,-82.7,40.5,370.0,1210,0.964,0.952,-1.89,1271.3,0
2025-11-18,SHORT,2025-11-18 10:00:00-05:00,24371.6,24421.6,24271.6,50,100.0,SL,24421.6,-50.0,-1.0,1,5,-114.8,13.5,199.3,1296,1.174,0.996,1.421,1301.3,1
2025-11-19,LONG,2025-11-19 10:00:00-05:00,24854.4,24804.4,24954.4,50,100.0,SL,24804.4,-50.0,-1.0,9,45,-61.6,61.2,158.5,1260,1.212,0.987,1.334,1277.0,2
2025-11-20,LONG,2025-11-20 10:00:00-05:00,25206.1,25156.1,25306.1,50,100.0,SL,25156.1,-50.0,-1.0,1,5,-92.3,1.5,242.2,1290,1.133,1.001,1.405,1288.3,3
2025-11-21,LONG,2025-11-21 11:55:00-05:00,24301.0,24251.0,24401.0,50,100.0,SL,24251.0,-50.0,-1.0,1,5,-57.6,11.2,386.6,1276,0.982,0.97,-0.976,1315.7,4
2025-11-24,LONG,2025-11-24 10:00:00-05:00,24671.8,24621.8,24771.8,50,100.0,SL,24621.8,-50.0,-1.0,2,10,-67.5,35.4,211.5,1284,1.253,0.981,1.34,1309.0,0
2025-11-25,SHORT,2025-11-25 10:00:00-05:00,24626.8,24676.8,24526.8,50,100.0,SL,24676.8,-50.0,-1.0,1,5,-106.8,20.2,152.7,1322,1.217,1.028,1.723,1286.0,1
