date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow
2026-02-18,LONG,2026-02-18 10:00:00-05:00,49795.6,49646.39,50094.03,149.21,298.43,SL,49646.39,-149.21,-1.0,46,230,-157.5,97.5,135.8,1190,1.237,0.952,1.111,1250.5,2
2026-02-19,SHORT,2026-02-19 10:05:00-05:00,49379.2,49521.7,49094.2,142.5,285.0,SL,49521.7,-142.5,-1.0,3,15,-170.4,0.0,95.3,1270,1.306,0.988,1.271,1285.3,3
2026-02-20,LONG,2026-02-20 10:05:00-05:00,49526.9,49355.71,49869.27,171.19,342.37,SL,49355.71,-171.19,-1.0,2,10,-224.9,71.1,166.4,1310,1.212,1.039,1.401,1261.0,4
2026-02-23,SHORT,2026-02-23 10:00:00-05:00,49102.1,49263.53,48779.24,161.43,322.86,TP,48779.24,322.86,2.0,14,70,-13.5,323.6,131.3,1273,1.383,1.001,1.484,1272.0,0
2026-02-24,LONG,2026-02-24 10:00:00-05:00,49010.2,48843.77,49343.06,166.43,332.86,TIMEOUT,49169.9,159.7,0.96,72,360,-7.2,278.6,136.7,1265,1.321,0.981,1.346,1289.3,1
2026-02-25,SHORT,2026-02-25 10:00:00-05:00,49262.9,49374.34,49040.01,111.44,222.89,SL,49374.34,-111.44,-1.0,17,85,-116.9,73.6,126.0,1199,1.373,0.971,1.281,1235.0,2
2026-02-26,SHORT,2026-02-26 10:10:00-05:00,49517.3,49646.4,49259.1,129.1,258.2,TP,49259.1,258.2,2.0,3,15,-0.6,287.8,162.1,1251,1.419,0.968,1.1,1293.0,3
2026-03-02,LONG,2026-03-02 10:00:00-05:00,48804.5,48668.27,49076.96,136.23,272.46,SL,48668.27,-136.23,-1.0,7,35,-153.2,105.3,168.0,1265,1.242,0.98,1.277,1290.3,0
2026-03-05,SHORT,2026-03-05 10:05:00-05:00,48242.7,48416.93,47894.24,174.23,348.46,TP,47894.24,348.46,2.0,14,70,-46.2,357.4,236.0,1288,1.208,0.999,1.326,1289.7,3
2026-03-16,LONG,2026-03-16 10:00:00-04:00,47101.6,46984.87,47335.06,116.73,233.46,SL,46984.87,-116.73,-1.0,6,30,-124.8,90.6,123.8,1229,1.249,0.986,1.308,1246.2,0
2026-03-17,LONG,2026-03-17 10:00:00-04:00,47261.0,47148.06,47486.89,112.94,225.89,SL,47148.06,-112.94,-1.0,3,15,-160.2,46.7,367.7,1199,1.2,0.983,1.269,1219.2,1
2026-03-26,LONG,2026-03-26 10:00:00-04:00,46479.3,46334.46,46768.99,144.84,289.69,SL,46334.46,-144.84,-1.0,10,50,-210.4,73.9,184.8,1043,1.244,1.004,1.503,1038.5,3
2026-03-27,SHORT,2026-03-27 10:00:00-04:00,45507.6,45658.16,45206.49,150.56,301.11,SL,45658.16,-150.56,-1.0,13,65,-167.5,86.2,149.4,1050,1.2,1.017,1.589,1032.3,4
2026-04-06,LONG,2026-04-06 10:05:00-04:00,46531.0,46368.79,46855.43,162.21,324.43,TIMEOUT,46655.7,124.7,0.769,71,355,-91.1,156.5,123.0,1159,1.204,1.0,1.258,1159.5,0
2026-04-13,LONG,2026-04-13 10:00:00-04:00,47644.0,47500.49,47931.03,143.51,287.03,TP,47931.03,287.03,2.0,33,165,-36.0,293.0,217.0,900,1.524,0.983,1.412,915.3,0
2026-04-14,LONG,2026-04-14 10:00:00-04:00,48403.0,48298.29,48612.43,104.71,209.43,TIMEOUT,48532.0,129.0,1.232,72,360,-30.0,189.0,83.5,896,1.561,0.982,1.369,912.0,1
